prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number
12470,4163,2079,report,3,2
12471,4164,2080,report,7,1
12472,4164,2080,report,5,2
12473,4164,2080,summary,6,3
12474,4164,2080,report,7,4
12475,4165,2081,summary,5,1
12476,4165,2081,assignment,7,2
12477,4166,2081,assignment,7,1
12478,4167,2081,assignment,6,1
12479,4167,2081,summary,7,2
12480,4167,2081,assignment,6,3
12481,4167,2081,assignment,5,4
12482,4168,2082,summary,7,1
12483,4168,2082,assignment,7,2
12484,4168,2082,summary,6,3
12485,4168,2082,assignment,5,4
12486,4169,2083,summary,5,1
12487,4170,2084,report,5,1
12488,4170,2084,report,4,2
12489,4171,2084,report,5,1
12490,4171,2084,report,5,2
12491,4171,2084,summary,3,3
12492,4171,2084,summary,5,4
12493,4172,2085,assignment,3,1
12494,4173,2086,assignment,5,1
12495,4173,2086,assignment,3,2
12496,4173,2086,assignment,3,3
12497,4174,2086,assignment,4,1
12498,4174,2086,assignment,3,2
12499,4174,2086,assignment,3,3
12500,4175,2086,assignment,5,1
12501,4175,2086,assignment,4,2
12502,4175,2086,assignment,3,3
12503,4175,2086,assignment,5,4
12504,4175,2086,assignment,3,5
12505,4176,2087,summary,5,1
12506,4176,2087,assignment,5,2
12507,4177,2088,report,7,1
12508,4178,2088,summary,6,1
12509,4178,2088,report,7,2
12510,4178,2088,report,6,3
12511,4178,2088,report,7,4
12512,4179,2088,report,7,1
12513,4179,2088,report,5,2
12514,4179,2088,report,6,3
12515,4179,2088,summary,5,4
12516,4180,2089,report,6,1
12517,4180,2089,report,5,2
12518,4180,2089,summary,5,3
12519,4180,2089,report,7,4
12520,4180,2089,report,6,5
12521,4181,2089,report,6,1
12522,4182,2089,report,5,1
12523,4182,2089,summary,7,2
12524,4182,2089,summary,5,3
12525,4183,2090,assignment,7,1
12526,4183,2090,summary,7,2
12527,4183,2090,assignment,7,3
12528,4184,2090,assignment,7,1
12529,4185,2091,report,5,1
12530,4185,2091,report,5,2
12531,4186,2092,report,3,1
12532,4186,2092,report,4,2
12533,4186,2092,report,3,3
12534,4186,2092,summary,4,4
12535,4187,2092,summary,3,1
12536,4187,2092,report,3,2
12537,4187,2092,report,3,3
12538,4187,2092,report,4,4
12539,4187,2092,summary,3,5
12540,4188,2093,summary,4,1
12541,4188,2093,assignment,4,2
12542,4188,2093,assignment,4,3
12543,4188,2093,assignment,4,4
12544,4189,2093,assignment,4,1
12545,4189,2093,assignment,5,2
12546,4189,2093,assignment,5,3
12547,4189,2093,assignment,4,4
12548,4190,2093,assignment,5,1
12549,4191,2094,assignment,7,1
12550,4191,2094,summary,8,2
12551,4191,2094,assignment,7,3
12552,4191,2094,summary,9,4
12553,4191,2094,assignment,9,5
12554,4192,2095,assignment,7,1
12555,4192,2095,assignment,6,2
12556,4192,2095,summary,6,3
12557,4192,2095,assignment,6,4
12558,4192,2095,assignment,7,5
12559,4193,2095,assignment,5,1
12560,4193,2095,assignment,5,2
12561,4193,2095,assignment,5,3
12562,4194,2096,summary,4,1
12563,4194,2096,summary,5,2
12564,4194,2096,summary,4,3
12565,4194,2096,summary,4,4
12566,4195,2096,report,3,1
12567,4195,2096,report,5,2
12568,4196,2097,assignment,4,1
12569,4196,2097,assignment,5,2
12570,4196,2097,summary,5,3
12571,4196,2097,assignment,5,4
12572,4196,2097,summary,4,5
12573,4197,2097,summary,4,1
12574,4197,2097,assignment,4,2
12575,4197,2097,assignment,5,3
12576,4197,2097,assignment,5,4
12577,4198,2098,report,7,1
12578,4198,2098,report,7,2
12579,4198,2098,report,7,3
12580,4198,2098,report,8,4
12581,4198,2098,summary,9,5
12582,4199,2099,report,6,1
12583,4200,2100,assignment,5,1
12584,4200,2100,summary,7,2
12585,4201,2100,assignment,5,1
12586,4202,2101,report,5,1
12587,4203,2102,summary,5,1
12588,4203,2102,summary,4,2
12589,4204,2103,summary,8,1
12590,4205,2103,assignment,9,1
12591,4205,2103,assignment,8,2
12592,4205,2103,assignment,9,3
12593,4205,2103,summary,8,4
12594,4206,2104,report,7,1
12595,4207,2105,report,3,1
12596,4207,2105,summary,3,2
12597,4207,2105,summary,5,3
12598,4207,2105,report,3,4
12599,4207,2105,report,3,5
12600,4208,2105,report,3,1
12601,4208,2105,summary,5,2
12602,4208,2105,report,5,3
12603,4209,2106,assignment,9,1
12604,4209,2106,assignment,9,2
12605,4209,2106,summary,8,3
12606,4210,2107,report,7,1
12607,4210,2107,summary,5,2
12608,4211,2108,report,4,1
12609,4211,2108,report,4,2
12610,4211,2108,summary,3,3
12611,4211,2108,report,5,4
12612,4211,2108,report,5,5
12613,4212,2109,assignment,4,1
12614,4213,2109,assignment,5,1
12615,4213,2109,summary,5,2
12616,4213,2109,summary,3,3
12617,4213,2109,assignment,4,4
12618,4214,2109,assignment,4,1
12619,4214,2109,assignment,4,2
12620,4215,2110,summary,5,1
12621,4215,2110,report,3,2
12622,4216,2110,summary,4,1
12623,4216,2110,report,3,2
12624,4216,2110,summary,5,3
12625,4216,2110,summary,4,4
12626,4216,2110,report,4,5
12627,4217,2110,summary,5,1
12628,4217,2110,report,3,2
12629,4218,2111,assignment,4,1
12630,4218,2111,assignment,5,2
12631,4218,2111,assignment,3,3
12632,4218,2111,assignment,3,4
12633,4218,2111,assignment,5,5
12634,4219,2111,assignment,4,1
12635,4219,2111,assignment,3,2
12636,4219,2111,assignment,5,3
12637,4219,2111,assignment,4,4
12638,4220,2112,assignment,7,1
12639,4220,2112,assignment,6,2
12640,4220,2112,summary,7,3
12641,4220,2112,assignment,7,4
12642,4220,2112,assignment,7,5
12643,4221,2112,assignment,6,1
12644,4221,2112,assignment,6,2
12645,4221,2112,assignment,7,3
12646,4221,2112,assignment,7,4
12647,4222,2112,assignment,7,1
12648,4222,2112,assignment,5,2
12649,4223,2113,assignment,5,1
12650,4223,2113,assignment,5,2
12651,4223,2113,assignment,5,3
12652,4224,2113,assignment,3,1
12653,4224,2113,assignment,5,2
12654,4225,2114,report,9,1
12655,4225,2114,report,9,2
12656,4226,2115,summary,7,1
12657,4227,2115,summary,7,1
12658,4227,2115,report,7,2
12659,4227,2115,report,7,3
12660,4227,2115,report,8,4
12661,4227,2115,report,7,5
12662,4228,2115,report,8,1
12663,4229,2116,assignment,5,1
12664,4229,2116,assignment,4,2
12665,4229,2116,assignment,4,3
12666,4229,2116,assignment,5,4
12667,4229,2116,assignment,5,5
12668,4230,2116,summary,5,1
12669,4230,2116,assignment,4,2
12670,4230,2116,assignment,4,3
12671,4231,2117,assignment,5,1
12672,4231,2117,assignment,4,2
12673,4231,2117,assignment,5,3
12674,4231,2117,assignment,3,4
12675,4232,2117,assignment,4,1
12676,4232,2117,summary,4,2
12677,4232,2117,assignment,4,3
12678,4232,2117,assignment,5,4
12679,4232,2117,summary,3,5
12680,4233,2117,assignment,4,1
12681,4233,2117,summary,5,2
12682,4233,2117,summary,4,3
12683,4233,2117,assignment,5,4
12684,4234,2118,report,9,1
12685,4234,2118,summary,8,2
12686,4234,2118,summary,8,3
12687,4235,2118,report,7,1
12688,4235,2118,report,7,2
12689,4236,2118,report,9,1
12690,4236,2118,summary,7,2
12691,4236,2118,report,7,3
12692,4237,2119,summary,6,1
12693,4237,2119,summary,6,2
12694,4237,2119,summary,7,3
12695,4237,2119,assignment,7,4
12696,4238,2119,assignment,7,1
12697,4238,2119,assignment,7,2
12698,4238,2119,assignment,5,3
12699,4239,2120,report,7,1
12700,4239,2120,report,7,2
12701,4239,2120,report,6,3
12702,4239,2120,report,6,4
12703,4239,2120,summary,7,5
12704,4240,2120,report,6,1
12705,4240,2120,report,5,2
12706,4240,2120,report,7,3
12707,4240,2120,summary,5,4
12708,4241,2120,summary,7,1
12709,4241,2120,report,6,2
12710,4241,2120,report,7,3
12711,4242,2121,summary,4,1
12712,4242,2121,report,4,2
12713,4243,2121,report,3,1
12714,4243,2121,report,5,2
12715,4243,2121,report,5,3
12716,4244,2122,assignment,5,1
12717,4245,2122,assignment,4,1
12718,4245,2122,assignment,4,2
12719,4245,2122,assignment,4,3
12720,4245,2122,assignment,4,4
12721,4245,2122,assignment,3,5
12722,4246,2122,assignment,5,1
12723,4246,2122,assignment,4,2
12724,4246,2122,assignment,4,3
12725,4247,2123,report,5,1
12726,4247,2123,report,6,2
12727,4247,2123,report,7,3
12728,4248,2124,assignment,8,1
12729,4248,2124,assignment,7,2
12730,4248,2124,assignment,9,3
12731,4248,2124,assignment,8,4
12732,4249,2125,report,5,1
12733,4249,2125,report,5,2
12734,4249,2125,summary,4,3
12735,4249,2125,summary,3,4
12736,4250,2126,summary,7,1
12737,4251,2126,report,7,1
12738,4251,2126,report,8,2
12739,4251,2126,summary,9,3
12740,4251,2126,report,9,4
12741,4251,2126,report,7,5
12742,4252,2127,report,3,1
12743,4253,2127,summary,3,1
12744,4253,2127,report,3,2
12745,4253,2127,report,3,3
12746,4253,2127,report,5,4
12747,4254,2128,assignment,9,1
12748,4254,2128,summary,8,2
12749,4254,2128,assignment,9,3
12750,4255,2129,report,5,1
12751,4255,2129,report,6,2
12752,4256,2129,summary,5,1
12753,4256,2129,summary,7,2
12754,4257,2130,summary,5,1
12755,4257,2130,summary,5,2
12756,4257,2130,assignment,3,3
12757,4258,2130,summary,5,1
12758,4258,2130,assignment,5,2
12759,4258,2130,summary,3,3
12760,4259,2130,assignment,4,1
12761,4259,2130,assignment,4,2
12762,4259,2130,assignment,5,3
12763,4259,2130,assignment,3,4
12764,4260,2131,assignment,7,1
12765,4260,2131,assignment,7,2
12766,4260,2131,assignment,6,3
12767,4260,2131,summary,6,4
12768,4260,2131,summary,7,5
12769,4261,2131,summary,5,1
12770,4262,2131,summary,5,1
12771,4262,2131,assignment,6,2
12772,4262,2131,assignment,5,3
12773,4262,2131,assignment,5,4
12774,4262,2131,summary,5,5
12775,4263,2132,summary,5,1
12776,4263,2132,summary,3,2
12777,4263,2132,summary,3,3
12778,4264,2132,assignment,3,1
12779,4264,2132,assignment,4,2
12780,4264,2132,summary,5,3
12781,4265,2132,assignment,4,1
12782,4265,2132,assignment,5,2
12783,4266,2133,assignment,4,1
12784,4266,2133,assignment,5,2
12785,4266,2133,summary,4,3
12786,4266,2133,assignment,3,4
12787,4267,2133,assignment,4,1
12788,4267,2133,assignment,4,2
12789,4267,2133,assignment,4,3
12790,4268,2133,summary,3,1
12791,4268,2133,assignment,4,2
12792,4268,2133,assignment,3,3
12793,4268,2133,assignment,5,4
12794,4269,2134,summary,4,1
12795,4269,2134,assignment,3,2
12796,4270,2134,summary,4,1
12797,4270,2134,assignment,4,2
12798,4270,2134,assignment,4,3
12799,4270,2134,summary,5,4
12800,4270,2134,assignment,4,5
12801,4271,2134,assignment,4,1
12802,4271,2134,assignment,3,2
12803,4272,2135,report,5,1
12804,4273,2135,report,5,1
12805,4273,2135,report,3,2
12806,4273,2135,report,4,3
12807,4274,2136,report,5,1
12808,4274,2136,summary,5,2
12809,4274,2136,report,3,3
12810,4275,2136,report,5,1
12811,4276,2137,assignment,7,1
12812,4276,2137,assignment,7,2
12813,4277,2137,assignment,6,1
12814,4277,2137,summary,6,2
12815,4277,2137,summary,7,3
12816,4278,2137,assignment,7,1
12817,4278,2137,assignment,6,2
12818,4279,2138,report,5,1
12819,4280,2139,summary,4,1
12820,4281,2139,assignment,5,1
12821,4281,2139,assignment,5,2
12822,4281,2139,assignment,5,3
12823,4282,2140,report,9,1
12824,4282,2140,report,7,2
12825,4283,2141,summary,7,1
12826,4284,2141,report,6,1
12827,4284,2141,report,6,2
12828,4284,2141,report,6,3
12829,4284,2141,report,7,4
12830,4285,2141,report,5,1
12831,4285,2141,summary,5,2
12832,4286,2142,assignment,7,1
12833,4286,2142,assignment,8,2
12834,4286,2142,summary,8,3
12835,4286,2142,assignment,7,4
12836,4287,2142,assignment,8,1
12837,4287,2142,assignment,8,2
12838,4287,2142,summary,8,3
12839,4287,2142,assignment,9,4
12840,4287,2142,assignment,9,5
12841,4288,2142,assignment,8,1
12842,4288,2142,assignment,9,2
12843,4288,2142,summary,8,3
12844,4289,2143,report,6,1
12845,4290,2143,summary,7,1
12846,4290,2143,report,5,2
12847,4290,2143,report,6,3
12848,4290,2143,summary,6,4
12849,4290,2143,report,5,5
12850,4291,2143,report,7,1
12851,4291,2143,report,7,2
12852,4291,2143,report,5,3
12853,4291,2143,report,7,4
12854,4291,2143,summary,7,5
12855,4292,2144,summary,4,1
12856,4293,2145,summary,4,1
12857,4293,2145,summary,4,2
12858,4293,2145,assignment,3,3
12859,4293,2145,assignment,3,4
12860,4294,2145,assignment,5,1
12861,4294,2145,summary,5,2
12862,4294,2145,assignment,4,3
12863,4294,2145,assignment,4,4
12864,4294,2145,assignment,3,5
12865,4295,2145,assignment,5,1
12866,4295,2145,assignment,3,2
12867,4295,2145,assignment,4,3
12868,4296,2146,summary,7,1
12869,4296,2146,report,5,2
12870,4297,2147,summary,4,1
12871,4297,2147,assignment,5,2
12872,4297,2147,summary,5,3
12873,4297,2147,assignment,3,4
12874,4298,2148,summary,5,1
12875,4298,2148,assignment,3,2
12876,4298,2148,assignment,5,3
12877,4298,2148,summary,5,4
12878,4298,2148,assignment,4,5
12879,4299,2148,assignment,4,1
12880,4299,2148,assignment,4,2
12881,4299,2148,assignment,4,3
12882,4299,2148,assignment,4,4
12883,4299,2148,assignment,4,5
12884,4300,2149,assignment,4,1
12885,4300,2149,assignment,4,2
12886,4300,2149,summary,5,3
12887,4301,2149,assignment,4,1
12888,4302,2149,assignment,4,1
12889,4303,2150,report,4,1
12890,4303,2150,report,5,2
12891,4303,2150,report,5,3
12892,4304,2150,report,5,1
12893,4304,2150,summary,5,2
12894,4304,2150,summary,3,3
12895,4305,2150,report,3,1
12896,4305,2150,report,4,2
12897,4305,2150,report,5,3
12898,4306,2151,summary,5,1
12899,4306,2151,summary,4,2
12900,4306,2151,assignment,3,3
12901,4306,2151,assignment,4,4
12902,4307,2151,assignment,5,1
12903,4307,2151,assignment,3,2
12904,4307,2151,assignment,3,3
12905,4307,2151,assignment,5,4
12906,4308,2152,assignment,5,1
12907,4309,2153,report,5,1
12908,4309,2153,report,3,2
12909,4309,2153,summary,4,3
12910,4310,2153,report,5,1
12911,4310,2153,report,3,2
12912,4310,2153,summary,4,3
12913,4310,2153,report,3,4
12914,4311,2153,report,3,1
12915,4311,2153,report,4,2
12916,4311,2153,report,5,3
12917,4312,2154,report,6,1
12918,4312,2154,summary,5,2
12919,4312,2154,report,5,3
12920,4312,2154,report,7,4
12921,4313,2154,summary,5,1
12922,4314,2154,report,6,1
12923,4315,2155,assignment,6,1
12924,4315,2155,assignment,6,2
12925,4315,2155,assignment,5,3
12926,4316,2155,assignment,7,1
12927,4316,2155,summary,6,2
12928,4316,2155,assignment,5,3
12929,4317,2156,assignment,5,1
12930,4318,2156,summary,5,1
12931,4318,2156,assignment,5,2
12932,4318,2156,assignment,4,3
12933,4319,2156,summary,3,1
12934,4319,2156,summary,4,2
12935,4320,2157,assignment,4,1
12936,4320,2157,summary,5,2
12937,4320,2157,assignment,4,3
12938,4321,2158,summary,4,1
12939,4321,2158,summary,3,2
12940,4321,2158,assignment,3,3
12941,4321,2158,assignment,4,4
12942,4322,2158,assignment,5,1
12943,4322,2158,summary,5,2
12944,4322,2158,summary,5,3
12945,4323,2158,assignment,4,1
12946,4323,2158,summary,3,2
12947,4323,2158,summary,4,3
12948,4323,2158,summary,5,4
12949,4324,2159,summary,5,1
12950,4324,2159,assignment,4,2
12951,4324,2159,assignment,4,3
12952,4325,2159,summary,5,1
12953,4325,2159,summary,5,2
12954,4326,2159,assignment,3,1
12955,4326,2159,assignment,3,2
12956,4326,2159,summary,3,3
12957,4327,2160,summary,4,1
12958,4327,2160,report,4,2
12959,4327,2160,report,4,3
12960,4327,2160,summary,5,4
12961,4327,2160,summary,3,5
12962,4328,2160,summary,4,1
12963,4328,2160,summary,4,2
12964,4328,2160,report,5,3
12965,4328,2160,summary,5,4
12966,4328,2160,summary,4,5
12967,4329,2161,report,4,1
12968,4329,2161,summary,5,2
12969,4329,2161,summary,3,3
12970,4329,2161,summary,5,4
12971,4330,2161,report,4,1
12972,4330,2161,report,3,2
12973,4330,2161,report,3,3
12974,4330,2161,report,5,4
12975,4331,2161,report,5,1
12976,4331,2161,report,5,2
12977,4331,2161,report,3,3
12978,4332,2162,summary,6,1
12979,4332,2162,report,5,2
12980,4333,2162,report,5,1
12981,4333,2162,report,7,2
12982,4334,2163,assignment,6,1
12983,4334,2163,summary,5,2
12984,4334,2163,assignment,6,3
12985,4335,2164,report,4,1
12986,4336,2164,report,4,1
12987,4337,2165,assignment,5,1
12988,4337,2165,assignment,4,2
12989,4337,2165,assignment,5,3
12990,4337,2165,assignment,5,4
12991,4338,2165,assignment,4,1
12992,4339,2166,summary,7,1
12993,4339,2166,report,7,2
12994,4339,2166,report,6,3
12995,4339,2166,report,7,4
12996,4340,2166,report,6,1
12997,4340,2166,report,5,2
12998,4341,2167,report,8,1
12999,4341,2167,report,9,2
13000,4341,2167,report,8,3
13001,4341,2167,report,9,4
13002,4341,2167,report,8,5
13003,4342,2167,summary,9,1
13004,4343,2167,report,8,1
13005,4343,2167,report,8,2
13006,4344,2168,summary,7,1
13007,4344,2168,assignment,6,2
13008,4344,2168,assignment,5,3
13009,4345,2168,assignment,6,1
13010,4346,2169,report,5,1
13011,4347,2169,report,6,1
13012,4347,2169,summary,5,2
13013,4347,2169,report,5,3
13014,4347,2169,report,5,4
13015,4347,2169,report,6,5
13016,4348,2170,assignment,5,1
13017,4348,2170,assignment,5,2
13018,4348,2170,assignment,3,3
13019,4349,2170,assignment,3,1
13020,4350,2171,report,5,1
13021,4350,2171,summary,3,2
13022,4350,2171,report,4,3
13023,4350,2171,report,4,4
13024,4351,2171,report,5,1
13025,4351,2171,report,4,2
13026,4351,2171,report,5,3
13027,4351,2171,summary,3,4
13028,4351,2171,report,4,5
13029,4352,2171,report,4,1
13030,4352,2171,summary,5,2
13031,4352,2171,report,5,3
13032,4352,2171,summary,3,4
13033,4352,2171,report,5,5
13034,4353,2172,assignment,8,1
13035,4353,2172,summary,9,2
13036,4353,2172,summary,7,3
13037,4354,2172,assignment,9,1
13038,4354,2172,assignment,7,2
13039,4354,2172,assignment,7,3
13040,4354,2172,assignment,9,4
13041,4355,2172,summary,9,1
13042,4355,2172,assignment,7,2
13043,4355,2172,assignment,9,3
13044,4356,2173,summary,5,1
13045,4356,2173,summary,4,2
13046,4356,2173,assignment,4,3
13047,4356,2173,summary,4,4
13048,4356,2173,assignment,5,5
13049,4357,2174,summary,8,1
13050,4357,2174,report,7,2
13051,4358,2174,summary,8,1
13052,4358,2174,report,7,2
13053,4358,2174,report,8,3
13054,4358,2174,report,9,4
13055,4359,2175,summary,7,1
13056,4359,2175,summary,7,2
13057,4359,2175,assignment,7,3
13058,4360,2175,assignment,5,1
13059,4360,2175,assignment,6,2
13060,4360,2175,assignment,5,3
13061,4360,2175,assignment,6,4
13062,4361,2175,assignment,5,1
13063,4361,2175,assignment,7,2
13064,4362,2176,report,5,1
13065,4362,2176,summary,6,2
13066,4362,2176,report,5,3
13067,4362,2176,report,5,4
13068,4362,2176,report,5,5
13069,4363,2177,assignment,3,1
13070,4363,2177,assignment,3,2
13071,4363,2177,assignment,5,3
13072,4364,2177,assignment,3,1
13073,4365,2178,report,5,1
13074,4365,2178,report,5,2
13075,4365,2178,report,7,3
13076,4366,2178,report,6,1
13077,4366,2178,report,5,2
13078,4366,2178,report,6,3
13079,4366,2178,report,7,4
13080,4367,2179,report,5,1
13081,4367,2179,summary,3,2
13082,4367,2179,summary,4,3
13083,4368,2179,report,5,1
13084,4368,2179,report,3,2
13085,4368,2179,report,4,3
13086,4368,2179,report,4,4
13087,4369,2180,assignment,4,1
13088,4369,2180,assignment,4,2
13089,4369,2180,summary,3,3
13090,4369,2180,assignment,5,4
13091,4369,2180,summary,4,5
13092,4370,2181,assignment,3,1
13093,4370,2181,assignment,3,2
13094,4370,2181,assignment,5,3
13095,4370,2181,assignment,5,4
13096,4370,2181,summary,3,5
13097,4371,2181,assignment,4,1
13098,4372,2181,assignment,4,1
13099,4372,2181,assignment,5,2
13100,4373,2182,assignment,8,1
13101,4373,2182,assignment,9,2
13102,4373,2182,assignment,7,3
13103,4373,2182,assignment,8,4
13104,4374,2183,summary,7,1
13105,4375,2184,assignment,4,1
13106,4375,2184,assignment,3,2
13107,4376,2184,assignment,3,1
13108,4376,2184,summary,5,2
13109,4376,2184,assignment,4,3
13110,4376,2184,summary,5,4
13111,4377,2184,assignment,5,1
13112,4377,2184,assignment,3,2
13113,4377,2184,assignment,3,3
13114,4378,2185,summary,5,1
13115,4378,2185,report,4,2
13116,4378,2185,report,4,3
13117,4378,2185,report,5,4
13118,4378,2185,report,3,5
13119,4379,2186,report,5,1
13120,4380,2187,summary,5,1
13121,4380,2187,summary,5,2
13122,4381,2188,summary,6,1
13123,4382,2188,report,6,1
13124,4382,2188,report,5,2
13125,4383,2188,report,5,1
13126,4383,2188,report,5,2
13127,4383,2188,summary,7,3
13128,4383,2188,report,6,4
13129,4384,2189,summary,7,1
13130,4384,2189,summary,5,2
13131,4384,2189,report,6,3
13132,4384,2189,report,7,4
13133,4384,2189,report,6,5
13134,4385,2190,report,4,1
13135,4385,2190,report,4,2
13136,4385,2190,summary,4,3
13137,4385,2190,report,5,4
13138,4386,2191,assignment,6,1
13139,4386,2191,summary,6,2
13140,4386,2191,summary,7,3
13141,4387,2191,summary,5,1
13142,4387,2191,assignment,6,2
13143,4388,2191,assignment,6,1
13144,4388,2191,assignment,6,2
13145,4388,2191,assignment,5,3
13146,4389,2192,report,5,1
13147,4390,2192,report,5,1
13148,4391,2193,summary,9,1
13149,4391,2193,report,9,2
13150,4391,2193,report,8,3
13151,4391,2193,report,7,4
13152,4391,2193,report,7,5
13153,4392,2193,report,8,1
13154,4392,2193,report,7,2
13155,4392,2193,summary,9,3
13156,4392,2193,report,7,4
13157,4393,2193,report,7,1
13158,4393,2193,report,7,2
13159,4393,2193,report,7,3
13160,4394,2194,summary,7,1
13161,4394,2194,assignment,7,2
13162,4394,2194,assignment,7,3
13163,4394,2194,assignment,5,4
13164,4394,2194,summary,7,5
13165,4395,2194,assignment,5,1
13166,4395,2194,assignment,6,2
13167,4395,2194,assignment,7,3
13168,4395,2194,summary,6,4
13169,4395,2194,summary,7,5
13170,4396,2195,assignment,3,1
13171,4396,2195,summary,5,2
13172,4396,2195,assignment,4,3
13173,4397,2196,assignment,3,1
13174,4397,2196,assignment,4,2
13175,4397,2196,summary,4,3
13176,4397,2196,assignment,5,4
13177,4398,2196,summary,3,1
13178,4398,2196,assignment,3,2
13179,4399,2197,summary,8,1
13180,4400,2197,assignment,7,1
13181,4400,2197,assignment,7,2
13182,4400,2197,assignment,7,3
13183,4400,2197,assignment,8,4
13184,4400,2197,assignment,8,5
13185,4401,2197,assignment,7,1
13186,4402,2198,summary,3,1
13187,4403,2198,report,3,1
13188,4403,2198,report,5,2
13189,4403,2198,report,3,3
13190,4403,2198,report,4,4
13191,4404,2198,report,3,1
13192,4405,2199,summary,5,1
13193,4406,2199,assignment,4,1
13194,4406,2199,summary,4,2
13195,4406,2199,assignment,4,3
13196,4406,2199,summary,4,4
13197,4407,2199,assignment,5,1
13198,4408,2200,assignment,5,1
13199,4408,2200,assignment,6,2
13200,4408,2200,summary,7,3
13201,4408,2200,assignment,7,4
13202,4408,2200,assignment,6,5
13203,4409,2201,report,3,1
13204,4409,2201,summary,5,2
13205,4409,2201,report,3,3
13206,4409,2201,report,4,4
13207,4410,2201,summary,3,1
13208,4410,2201,summary,5,2
13209,4410,2201,summary,5,3
13210,4410,2201,summary,4,4
13211,4411,2202,assignment,6,1
13212,4412,2202,assignment,7,1
13213,4412,2202,assignment,6,2
13214,4412,2202,summary,7,3
13215,4412,2202,summary,5,4
13216,4413,2203,summary,3,1
13217,4413,2203,assignment,3,2
13218,4413,2203,assignment,4,3
13219,4413,2203,assignment,3,4
13220,4414,2203,assignment,4,1
13221,4415,2203,assignment,5,1
13222,4415,2203,summary,5,2
13223,4415,2203,assignment,4,3
13224,4415,2203,assignment,5,4
13225,4415,2203,assignment,3,5
13226,4416,2204,summary,5,1
13227,4416,2204,assignment,7,2
13228,4416,2204,summary,6,3
13229,4417,2204,assignment,5,1
13230,4417,2204,assignment,5,2
13231,4417,2204,assignment,5,3
13232,4417,2204,summary,7,4
13233,4417,2204,assignment,5,5
13234,4418,2204,summary,6,1
13235,4418,2204,assignment,7,2
13236,4418,2204,assignment,6,3
13237,4418,2204,assignment,6,4
13238,4419,2205,report,5,1
13239,4419,2205,report,4,2
13240,4419,2205,report,4,3
13241,4420,2205,summary,3,1
13242,4420,2205,report,5,2
13243,4420,2205,report,5,3
13244,4421,2205,report,4,1
13245,4422,2206,report,4,1
13246,4423,2206,report,5,1
13247,4423,2206,summary,5,2
13248,4424,2206,report,4,1
13249,4425,2207,summary,9,1
13250,4425,2207,assignment,7,2
13251,4425,2207,assignment,9,3
13252,4426,2207,assignment,9,1
13253,4426,2207,assignment,7,2
13254,4426,2207,assignment,7,3
13255,4426,2207,assignment,8,4
13256,4427,2207,summary,8,1
13257,4427,2207,summary,9,2
13258,4428,2208,report,7,1
13259,4429,2209,summary,4,1
13260,4429,2209,assignment,5,2
13261,4429,2209,assignment,3,3
13262,4429,2209,summary,3,4
13263,4429,2209,assignment,5,5
13264,4430,2209,summary,5,1
13265,4431,2210,report,5,1
13266,4431,2210,report,5,2
13267,4431,2210,report,3,3
13268,4432,2211,summary,6,1
13269,4432,2211,report,7,2
13270,4433,2211,report,7,1
13271,4433,2211,report,6,2
13272,4434,2211,report,5,1
13273,4434,2211,report,6,2
13274,4434,2211,summary,6,3
13275,4434,2211,summary,5,4
13276,4435,2212,summary,6,1
13277,4436,2213,summary,7,1
13278,4436,2213,summary,9,2
13279,4437,2213,summary,9,1
13280,4437,2213,assignment,8,2
13281,4438,2213,assignment,8,1
13282,4438,2213,summary,7,2
13283,4439,2214,report,7,1
13284,4439,2214,summary,7,2
13285,4439,2214,report,7,3
13286,4439,2214,summary,7,4
13287,4440,2215,report,7,1
13288,4440,2215,report,7,2
13289,4440,2215,report,5,3
13290,4440,2215,report,7,4
13291,4441,2215,summary,6,1
13292,4441,2215,report,6,2
13293,4441,2215,summary,6,3
13294,4441,2215,report,7,4
13295,4441,2215,summary,5,5
13296,4442,2215,report,7,1
13297,4442,2215,report,5,2
13298,4443,2216,assignment,4,1
13299,4443,2216,summary,5,2
13300,4444,2216,assignment,5,1
13301,4444,2216,assignment,4,2
13302,4445,2217,report,5,1
13303,4445,2217,report,5,2
13304,4446,2217,summary,3,1
13305,4447,2217,report,4,1
13306,4447,2217,report,4,2
13307,4447,2217,summary,3,3
13308,4447,2217,report,4,4
13309,4448,2218,summary,6,1
13310,4449,2218,assignment,6,1
13311,4449,2218,summary,6,2
13312,4449,2218,assignment,6,3
13313,4450,2218,summary,5,1
13314,4450,2218,assignment,7,2
13315,4450,2218,assignment,7,3
13316,4450,2218,assignment,6,4
13317,4450,2218,assignment,5,5
13318,4451,2219,report,3,1
13319,4452,2219,report,4,1
13320,4453,2219,summary,3,1
13321,4454,2220,assignment,5,1
13322,4454,2220,assignment,3,2
13323,4455,2220,assignment,3,1
13324,4455,2220,assignment,5,2
13325,4456,2221,report,4,1
13326,4456,2221,summary,5,2
13327,4456,2221,summary,5,3
13328,4457,2222,assignment,5,1
13329,4457,2222,assignment,4,2
13330,4457,2222,assignment,5,3
13331,4457,2222,assignment,5,4
13332,4457,2222,assignment,3,5
13333,4458,2222,summary,4,1
13334,4458,2222,assignment,5,2
13335,4459,2222,summary,3,1
13336,4459,2222,assignment,4,2
