user_id,user_type,experience_level,signup_date,retained
2512,professional,advanced,2024-03-12,1
2513,student,beginner,2024-02-11,0
2514,student,intermediate,2024-03-25,1
2515,professional,intermediate,2024-03-02,1
2516,professional,beginner,2024-03-08,1
2517,student,beginner,2024-02-18,1
2518,student,advanced,2024-02-10,1
2519,professional,beginner,2024-01-23,0
2520,professional,intermediate,2024-02-28,0
2521,professional,beginner,2024-03-09,0
2522,student,advanced,2024-02-13,1
2523,student,intermediate,2024-03-10,1
2524,student,beginner,2024-02-15,0
2525,professional,beginner,2024-03-27,0
2526,student,intermediate,2024-03-28,1
2527,student,beginner,2024-03-23,1
2528,professional,beginner,2024-03-29,0
2529,student,intermediate,2024-02-03,1
2530,professional,beginner,2024-03-19,0
2531,professional,beginner,2024-03-02,0
2532,professional,intermediate,2024-01-25,0
2533,student,beginner,2024-02-01,0
2534,student,beginner,2024-02-05,0
2535,professional,beginner,2024-03-12,1
2536,professional,intermediate,2024-02-08,1
2537,professional,intermediate,2024-01-29,1
2538,student,intermediate,2024-02-08,1
2539,professional,beginner,2024-02-06,1
2540,professional,beginner,2024-03-31,1
2541,professional,beginner,2024-01-27,0
2542,professional,beginner,2024-03-29,0
2543,professional,advanced,2024-03-31,1
2544,professional,beginner,2024-03-03,0
2545,student,beginner,2024-02-10,0
2546,student,beginner,2024-03-02,0
2547,student,intermediate,2024-02-14,1
2548,student,intermediate,2024-03-12,1
2549,student,intermediate,2024-02-05,1
2550,student,advanced,2024-02-06,1
2551,student,beginner,2024-01-16,1
2552,student,beginner,2024-03-14,0
2553,professional,beginner,2024-03-27,0
2554,professional,intermediate,2024-03-10,1
2555,student,intermediate,2024-02-18,1
2556,professional,intermediate,2024-02-20,1
2557,student,intermediate,2024-02-14,1
2558,student,intermediate,2024-01-19,1
2559,student,advanced,2024-02-07,1
2560,student,intermediate,2024-01-06,1
2561,professional,intermediate,2024-02-06,1
2562,professional,beginner,2024-01-11,1
2563,student,intermediate,2024-02-14,1
2564,student,advanced,2024-02-26,1
2565,student,beginner,2024-03-24,1
2566,student,intermediate,2024-02-02,0
2567,student,intermediate,2024-03-02,1
2568,student,beginner,2024-01-28,0
2569,professional,intermediate,2024-01-26,1
2570,professional,beginner,2024-03-09,0
2571,student,advanced,2024-02-04,1
2572,professional,advanced,2024-03-12,1
2573,student,beginner,2024-03-30,1
2574,student,beginner,2024-02-04,1
2575,student,intermediate,2024-01-18,1
2576,professional,beginner,2024-01-14,0
2577,professional,beginner,2024-03-19,1
2578,professional,intermediate,2024-03-16,1
2579,student,beginner,2024-01-31,1
2580,professional,beginner,2024-02-01,1
2581,student,advanced,2024-01-07,1
2582,professional,advanced,2024-03-26,1
2583,student,intermediate,2024-03-08,1
2584,student,advanced,2024-01-29,1
2585,student,beginner,2024-03-22,0
2586,professional,beginner,2024-01-30,1
2587,student,beginner,2024-01-07,0
2588,professional,intermediate,2024-01-13,1
2589,student,advanced,2024-02-22,1
2590,professional,intermediate,2024-02-12,1
2591,professional,advanced,2024-03-01,1
2592,professional,intermediate,2024-01-13,1
2593,student,beginner,2024-03-28,1
2594,student,beginner,2024-01-18,0
2595,student,beginner,2024-01-01,1
2596,professional,beginner,2024-03-11,0
2597,student,intermediate,2024-01-21,1
2598,student,beginner,2024-02-22,0
2599,student,intermediate,2024-03-24,1
2600,student,intermediate,2024-03-01,1
2601,professional,beginner,2024-03-02,0
2602,student,beginner,2024-03-24,0
2603,professional,beginner,2024-01-26,0
2604,student,beginner,2024-02-06,0
2605,student,advanced,2024-02-11,1
2606,student,beginner,2024-02-06,0
2607,student,intermediate,2024-03-23,1
2608,student,advanced,2024-01-08,1
2609,professional,advanced,2024-01-12,1
2610,student,advanced,2024-03-24,1
2611,professional,beginner,2024-03-14,0
2612,student,beginner,2024-01-30,0
2613,student,beginner,2024-03-09,1
2614,professional,beginner,2024-01-05,0
2615,student,advanced,2024-01-23,1
2616,student,intermediate,2024-02-23,1
2617,student,beginner,2024-01-23,0
2618,student,beginner,2024-01-05,0
2619,professional,beginner,2024-02-20,0
2620,student,intermediate,2024-03-04,1
2621,professional,intermediate,2024-01-24,1
2622,professional,advanced,2024-02-07,1
2623,student,advanced,2024-01-05,1
2624,professional,beginner,2024-01-02,0
2625,student,beginner,2024-02-08,0
2626,professional,beginner,2024-03-13,0
2627,student,beginner,2024-03-18,0
2628,professional,advanced,2024-01-14,1
2629,student,intermediate,2024-02-12,1
2630,student,intermediate,2024-02-06,0
2631,professional,beginner,2024-02-28,1
2632,professional,beginner,2024-03-23,1
2633,student,beginner,2024-03-10,0
2634,student,intermediate,2024-03-08,1
2635,professional,intermediate,2024-03-04,1
2636,professional,beginner,2024-01-18,1
2637,professional,intermediate,2024-03-05,1
2638,professional,advanced,2024-02-29,1
2639,professional,beginner,2024-02-04,1
2640,professional,intermediate,2024-01-25,1
2641,student,beginner,2024-01-15,0
2642,student,intermediate,2024-02-12,1
2643,professional,intermediate,2024-01-21,1
2644,professional,advanced,2024-02-28,1
2645,student,beginner,2024-03-23,0
2646,student,beginner,2024-02-02,0
2647,professional,beginner,2024-01-24,1
2648,student,beginner,2024-01-02,1
2649,student,intermediate,2024-02-13,1
2650,student,advanced,2024-02-07,1
2651,student,beginner,2024-03-13,1
2652,student,beginner,2024-03-27,0
2653,student,beginner,2024-01-25,1
2654,student,beginner,2024-01-23,0
2655,professional,beginner,2024-03-19,0
2656,student,beginner,2024-03-22,1
2657,professional,intermediate,2024-02-21,1
2658,professional,beginner,2024-02-24,0
2659,student,intermediate,2024-03-06,1
2660,professional,intermediate,2024-02-11,1
2661,student,beginner,2024-01-12,1
2662,professional,intermediate,2024-02-21,1
2663,student,intermediate,2024-03-26,1
2664,professional,intermediate,2024-01-13,1
2665,professional,beginner,2024-01-24,0
2666,student,beginner,2024-01-18,1
2667,student,advanced,2024-03-02,1
2668,professional,intermediate,2024-02-11,1
2669,professional,beginner,2024-02-01,0
2670,student,beginner,2024-01-01,0
2671,professional,beginner,2024-02-03,1
2672,student,beginner,2024-02-19,0
2673,professional,intermediate,2024-01-31,1
2674,student,beginner,2024-02-27,1
2675,professional,beginner,2024-02-04,0
2676,student,intermediate,2024-02-12,1
2677,student,beginner,2024-02-08,1
2678,student,intermediate,2024-03-15,1
2679,student,intermediate,2024-03-14,1
2680,student,beginner,2024-01-02,0
2681,student,intermediate,2024-02-03,1
2682,professional,intermediate,2024-03-24,1
2683,student,beginner,2024-02-16,0
2684,student,beginner,2024-03-29,1
2685,student,intermediate,2024-01-31,0
2686,student,advanced,2024-01-08,1
2687,student,intermediate,2024-03-26,1
2688,student,beginner,2024-01-16,1
2689,student,intermediate,2024-02-29,1
2690,student,beginner,2024-02-09,0
2691,student,intermediate,2024-01-21,1
2692,student,intermediate,2024-02-21,1
2693,student,intermediate,2024-03-28,1
2694,student,advanced,2024-03-05,1
2695,professional,intermediate,2024-03-31,1
2696,student,intermediate,2024-02-09,1
2697,professional,beginner,2024-03-29,0
2698,student,advanced,2024-01-16,1
2699,professional,advanced,2024-03-22,1
2700,professional,beginner,2024-02-07,1
2701,student,beginner,2024-02-17,0
2702,professional,beginner,2024-03-19,1
2703,student,intermediate,2024-01-29,1
2704,student,intermediate,2024-01-29,1
2705,professional,beginner,2024-01-18,0
2706,professional,advanced,2024-03-02,1
2707,student,beginner,2024-01-20,0
2708,student,intermediate,2024-02-28,0
2709,student,beginner,2024-03-18,0
2710,student,beginner,2024-02-17,0
2711,professional,beginner,2024-02-23,0
2712,student,beginner,2024-03-30,1
2713,student,intermediate,2024-03-11,1
2714,student,intermediate,2024-03-01,1
2715,student,beginner,2024-03-09,1
2716,student,beginner,2024-03-26,0
2717,professional,beginner,2024-01-28,0
2718,professional,intermediate,2024-02-01,1
2719,professional,intermediate,2024-03-28,1
2720,student,beginner,2024-03-17,1
2721,professional,intermediate,2024-01-11,1
2722,professional,beginner,2024-03-08,0
2723,professional,advanced,2024-02-27,1
2724,student,advanced,2024-03-08,1
2725,student,intermediate,2024-03-31,0
2726,student,advanced,2024-02-16,1
2727,student,advanced,2024-01-10,1
2728,student,advanced,2024-03-13,1
2729,student,intermediate,2024-01-15,0
2730,student,beginner,2024-01-08,1
2731,professional,beginner,2024-03-11,1
2732,student,beginner,2024-03-05,0
2733,student,intermediate,2024-01-26,1
2734,professional,beginner,2024-03-14,0
2735,professional,beginner,2024-03-09,0
2736,professional,beginner,2024-01-20,0
2737,professional,beginner,2024-01-22,1
2738,student,intermediate,2024-02-11,1
2739,professional,advanced,2024-03-07,1
2740,student,intermediate,2024-02-26,1
2741,student,intermediate,2024-01-15,1
2742,student,intermediate,2024-03-28,1
2743,student,beginner,2024-01-27,0
2744,student,beginner,2024-03-15,0
2745,professional,advanced,2024-03-03,1
2746,professional,beginner,2024-01-12,0
2747,student,beginner,2024-03-06,0
2748,student,intermediate,2024-02-27,1
2749,professional,beginner,2024-01-08,0
2750,professional,beginner,2024-02-28,0
2751,student,beginner,2024-01-17,0
2752,professional,beginner,2024-03-06,0
2753,student,beginner,2024-02-23,1
2754,student,beginner,2024-02-28,1
2755,professional,intermediate,2024-03-13,1
2756,student,advanced,2024-01-08,1
2757,student,beginner,2024-03-12,1
2758,professional,advanced,2024-02-29,1
2759,professional,beginner,2024-03-27,1
2760,student,beginner,2024-02-09,1
2761,student,beginner,2024-01-03,0
2762,student,intermediate,2024-02-20,1
2763,professional,beginner,2024-02-02,1
2764,student,intermediate,2024-01-01,1
2765,student,intermediate,2024-01-28,1
2766,professional,intermediate,2024-03-15,1
2767,student,intermediate,2024-01-10,1
2768,student,advanced,2024-01-06,1
2769,student,beginner,2024-02-24,0
2770,professional,beginner,2024-02-14,0
2771,student,intermediate,2024-03-30,1
2772,student,intermediate,2024-01-09,1
2773,professional,beginner,2024-03-10,0
2774,student,beginner,2024-01-08,0
2775,student,beginner,2024-01-09,0
2776,student,beginner,2024-03-01,0
2777,student,beginner,2024-01-05,0
2778,student,advanced,2024-02-06,1
2779,student,intermediate,2024-02-22,1
2780,student,beginner,2024-01-24,0
2781,student,intermediate,2024-01-18,1
2782,professional,advanced,2024-03-23,1
2783,professional,beginner,2024-03-23,1
2784,professional,beginner,2024-02-23,1
2785,professional,intermediate,2024-02-17,1
2786,student,intermediate,2024-02-18,1
2787,professional,beginner,2024-02-27,0
2788,student,advanced,2024-02-18,1
2789,professional,beginner,2024-02-18,0
2790,professional,beginner,2024-01-11,0
2791,professional,beginner,2024-03-28,0
2792,professional,beginner,2024-03-25,1
2793,student,intermediate,2024-03-10,1
2794,student,advanced,2024-01-18,1
2795,student,beginner,2024-03-24,1
2796,student,advanced,2024-02-14,1
2797,student,advanced,2024-01-16,1
2798,professional,beginner,2024-01-23,0
2799,professional,intermediate,2024-03-09,1
2800,student,beginner,2024-02-20,0
2801,professional,intermediate,2024-03-08,1
2802,professional,beginner,2024-01-17,1
2803,professional,intermediate,2024-01-29,1
2804,professional,beginner,2024-01-01,0
2805,student,advanced,2024-01-03,1
2806,professional,advanced,2024-02-08,1
2807,professional,beginner,2024-02-29,0
2808,student,beginner,2024-03-27,0
2809,student,beginner,2024-03-10,0
2810,professional,intermediate,2024-02-24,1
2811,student,beginner,2024-03-09,0
2812,professional,intermediate,2024-02-18,1
2813,professional,beginner,2024-01-30,0
2814,student,beginner,2024-02-01,0
2815,student,beginner,2024-02-28,0
2816,professional,beginner,2024-02-14,1
2817,student,intermediate,2024-01-20,1
2818,student,advanced,2024-02-05,1
2819,student,beginner,2024-01-25,1
2820,student,intermediate,2024-01-15,1
2821,professional,beginner,2024-01-05,1
2822,student,intermediate,2024-03-25,1
2823,professional,beginner,2024-02-23,1
2824,student,intermediate,2024-03-19,1
2825,student,advanced,2024-01-03,1
2826,professional,beginner,2024-01-31,0
2827,professional,intermediate,2024-01-27,1
2828,student,beginner,2024-01-09,0
2829,student,beginner,2024-01-13,0
2830,student,beginner,2024-03-17,1
2831,student,beginner,2024-01-05,0
2832,professional,beginner,2024-02-27,0
2833,student,beginner,2024-03-17,0
2834,student,beginner,2024-03-27,0
2835,student,beginner,2024-03-31,0
2836,professional,intermediate,2024-01-07,1
2837,professional,advanced,2024-02-01,1
2838,student,beginner,2024-01-06,0
2839,professional,beginner,2024-02-21,0
2840,student,beginner,2024-02-26,0
2841,student,advanced,2024-01-30,1
2842,professional,intermediate,2024-03-10,1
2843,professional,beginner,2024-01-28,1
2844,professional,beginner,2024-01-08,0
2845,student,beginner,2024-01-18,1
2846,student,beginner,2024-03-05,1
2847,professional,advanced,2024-02-07,1
2848,student,advanced,2024-01-30,1
2849,student,beginner,2024-03-14,1
2850,student,intermediate,2024-02-10,1
2851,professional,beginner,2024-03-14,1
2852,student,beginner,2024-03-17,0
2853,student,advanced,2024-03-27,1
2854,professional,intermediate,2024-02-11,1
2855,student,beginner,2024-01-31,0
2856,student,beginner,2024-02-08,1
2857,student,advanced,2024-01-19,1
2858,student,intermediate,2024-03-25,1
2859,student,beginner,2024-03-07,0
2860,student,beginner,2024-01-29,0
2861,professional,beginner,2024-02-22,1
2862,student,advanced,2024-02-08,1
2863,professional,intermediate,2024-02-05,1
2864,student,beginner,2024-01-08,1
2865,student,intermediate,2024-03-12,1
2866,student,intermediate,2024-03-16,0
2867,student,beginner,2024-01-23,0
2868,professional,beginner,2024-03-21,1
2869,student,intermediate,2024-03-27,1
2870,student,intermediate,2024-02-24,1
2871,professional,intermediate,2024-03-12,0
2872,professional,advanced,2024-03-04,1
2873,professional,beginner,2024-01-07,0
2874,student,beginner,2024-02-14,0
2875,professional,advanced,2024-03-23,1
2876,student,beginner,2024-03-26,1
2877,student,intermediate,2024-02-18,1
2878,student,intermediate,2024-03-08,1
2879,student,intermediate,2024-02-10,1
2880,student,beginner,2024-03-30,1
2881,student,intermediate,2024-02-23,1
2882,professional,advanced,2024-02-22,1
2883,student,intermediate,2024-01-20,1
2884,student,beginner,2024-02-08,1
2885,student,beginner,2024-02-18,0
2886,professional,beginner,2024-01-24,1
2887,student,beginner,2024-03-09,1
2888,student,beginner,2024-03-01,0
2889,professional,advanced,2024-01-31,1
2890,professional,intermediate,2024-01-29,1
2891,student,intermediate,2024-02-08,1
2892,professional,intermediate,2024-03-31,1
2893,professional,beginner,2024-01-19,0
2894,professional,advanced,2024-02-29,1
2895,student,beginner,2024-01-08,1
2896,professional,beginner,2024-03-12,0
2897,student,beginner,2024-02-22,0
2898,student,advanced,2024-02-23,1
2899,student,advanced,2024-03-12,1
2900,student,beginner,2024-03-08,0
2901,student,advanced,2024-01-18,1
2902,professional,beginner,2024-02-19,0
2903,student,beginner,2024-02-01,0
2904,student,advanced,2024-02-02,1
2905,student,advanced,2024-01-27,1
2906,student,intermediate,2024-02-12,0
2907,professional,intermediate,2024-03-23,1
2908,student,advanced,2024-01-11,1
2909,student,intermediate,2024-02-27,1
2910,student,advanced,2024-02-17,1
2911,student,intermediate,2024-01-12,1
2912,student,advanced,2024-03-09,1
2913,professional,advanced,2024-01-25,1
2914,professional,beginner,2024-01-07,1
2915,student,advanced,2024-02-04,1
2916,professional,beginner,2024-02-18,0
2917,professional,beginner,2024-03-27,0
2918,professional,intermediate,2024-03-18,1
2919,student,beginner,2024-03-18,0
2920,student,intermediate,2024-01-06,1
2921,student,advanced,2024-01-10,1
2922,professional,beginner,2024-01-25,0
2923,professional,beginner,2024-03-16,1
2924,student,advanced,2024-03-26,1
2925,student,beginner,2024-03-12,1
2926,professional,beginner,2024-01-28,1
2927,professional,beginner,2024-03-02,1
2928,professional,intermediate,2024-01-27,1
2929,professional,intermediate,2024-02-12,1
2930,student,advanced,2024-02-08,1
2931,student,beginner,2024-01-02,0
2932,professional,advanced,2024-01-28,1
2933,student,intermediate,2024-01-25,0
2934,student,beginner,2024-01-16,0
2935,professional,intermediate,2024-03-02,1
2936,student,intermediate,2024-02-01,1
2937,professional,intermediate,2024-03-30,1
2938,student,beginner,2024-03-18,1
2939,professional,beginner,2024-03-31,1
2940,student,beginner,2024-01-27,1
2941,student,beginner,2024-02-20,0
2942,professional,intermediate,2024-01-31,1
2943,student,beginner,2024-03-11,0
2944,professional,intermediate,2024-02-11,1
2945,professional,beginner,2024-02-06,0
2946,student,beginner,2024-02-18,0
2947,student,intermediate,2024-02-29,1
2948,student,beginner,2024-03-09,0
2949,student,advanced,2024-03-24,1
2950,professional,beginner,2024-02-15,0
2951,professional,beginner,2024-02-09,1
2952,professional,advanced,2024-02-03,1
2953,professional,intermediate,2024-02-16,1
2954,student,beginner,2024-03-06,0
2955,professional,beginner,2024-03-04,0
2956,professional,intermediate,2024-02-29,1
2957,professional,advanced,2024-01-13,1
2958,professional,advanced,2024-03-01,1
2959,student,beginner,2024-02-10,1
2960,professional,advanced,2024-01-27,1
2961,student,beginner,2024-02-17,1
2962,student,beginner,2024-02-10,0
2963,student,advanced,2024-02-22,1
2964,professional,beginner,2024-01-06,1
2965,professional,beginner,2024-03-13,0
2966,professional,beginner,2024-01-29,0
2967,professional,beginner,2024-01-19,1
2968,student,intermediate,2024-01-03,1
2969,professional,intermediate,2024-02-03,1
2970,student,beginner,2024-03-11,0
2971,student,intermediate,2024-03-15,1
2972,student,advanced,2024-03-15,1
2973,professional,advanced,2024-02-23,1
2974,professional,beginner,2024-02-07,0
2975,student,advanced,2024-01-20,1
2976,student,intermediate,2024-01-26,1
2977,professional,beginner,2024-02-12,1
2978,student,beginner,2024-01-30,0
2979,professional,beginner,2024-02-18,0
2980,professional,intermediate,2024-03-13,1
2981,student,beginner,2024-02-01,1
2982,student,intermediate,2024-03-04,1
2983,professional,beginner,2024-03-11,1
2984,professional,advanced,2024-03-24,1
2985,student,beginner,2024-03-28,0
2986,professional,advanced,2024-02-13,1
2987,student,advanced,2024-02-02,1
2988,student,beginner,2024-03-03,0
2989,professional,beginner,2024-03-23,0
2990,professional,beginner,2024-03-03,0
2991,student,advanced,2024-02-28,1
2992,professional,intermediate,2024-01-22,1
2993,student,beginner,2024-02-15,0
2994,student,beginner,2024-01-22,0
2995,student,beginner,2024-01-18,1
2996,professional,advanced,2024-03-10,1
2997,student,intermediate,2024-03-03,1
2998,student,advanced,2024-01-24,1
2999,student,beginner,2024-03-10,0
3000,professional,beginner,2024-03-23,0
3001,professional,advanced,2024-01-08,1
3002,professional,beginner,2024-03-08,0
3003,student,advanced,2024-01-05,1
3004,professional,beginner,2024-01-10,0
3005,student,beginner,2024-03-26,1
3006,professional,intermediate,2024-01-07,1
3007,professional,advanced,2024-01-01,1
3008,student,advanced,2024-02-22,1
3009,professional,beginner,2024-01-18,1
3010,student,beginner,2024-03-21,0
3011,student,intermediate,2024-01-30,1
3012,student,intermediate,2024-01-09,1
3013,student,intermediate,2024-03-31,1
3014,student,beginner,2024-01-20,0
3015,professional,advanced,2024-01-02,1
3016,student,intermediate,2024-01-28,1
3017,professional,advanced,2024-03-05,1
3018,student,intermediate,2024-02-28,0
3019,student,beginner,2024-02-17,1
3020,professional,advanced,2024-01-08,1
3021,student,intermediate,2024-03-20,1
3022,student,advanced,2024-03-22,1
3023,professional,advanced,2024-03-26,1
3024,student,intermediate,2024-03-19,1
3025,student,intermediate,2024-03-02,1
3026,student,beginner,2024-03-25,0
3027,professional,beginner,2024-03-03,1
3028,professional,beginner,2024-01-03,1
3029,professional,beginner,2024-01-01,0
3030,professional,beginner,2024-03-09,1
3031,student,beginner,2024-03-11,0
3032,student,beginner,2024-02-22,0
3033,professional,beginner,2024-01-02,1
3034,student,beginner,2024-01-03,1
3035,student,beginner,2024-03-08,0
3036,student,intermediate,2024-02-05,1
3037,student,intermediate,2024-03-09,1
3038,professional,beginner,2024-02-06,1
3039,student,intermediate,2024-01-03,1
3040,student,advanced,2024-03-05,1
3041,student,beginner,2024-03-30,1
3042,professional,intermediate,2024-03-27,1
3043,student,advanced,2024-02-25,1
3044,student,advanced,2024-01-23,1
3045,professional,beginner,2024-01-14,1
3046,professional,intermediate,2024-01-13,1
3047,student,beginner,2024-03-08,0
3048,student,intermediate,2024-01-20,1
3049,student,advanced,2024-01-31,1
3050,student,intermediate,2024-01-25,1
3051,student,advanced,2024-03-20,1
3052,student,beginner,2024-03-08,0
3053,student,advanced,2024-02-02,1
3054,student,intermediate,2024-02-15,1
3055,professional,beginner,2024-02-04,0
3056,professional,intermediate,2024-02-20,1
3057,professional,beginner,2024-01-11,0
3058,student,beginner,2024-02-17,0
3059,student,advanced,2024-02-21,1
3060,professional,beginner,2024-02-28,0
3061,student,intermediate,2024-03-13,1
3062,student,beginner,2024-02-01,0
3063,student,beginner,2024-03-30,0
3064,professional,advanced,2024-01-29,1
3065,professional,beginner,2024-02-08,0
3066,student,intermediate,2024-03-28,1
3067,student,intermediate,2024-01-11,1
3068,professional,intermediate,2024-03-24,1
3069,student,advanced,2024-03-24,1
3070,professional,intermediate,2024-01-05,1
3071,professional,beginner,2024-01-12,0
3072,professional,advanced,2024-02-21,1
3073,student,beginner,2024-02-18,0
3074,student,intermediate,2024-02-18,1
3075,student,advanced,2024-03-11,1
3076,professional,intermediate,2024-03-01,1
3077,professional,advanced,2024-01-08,1
3078,student,intermediate,2024-03-22,1
3079,student,advanced,2024-01-02,1
3080,professional,advanced,2024-03-30,1
3081,professional,beginner,2024-01-22,1
3082,professional,beginner,2024-01-11,0
3083,student,beginner,2024-03-04,0
3084,student,intermediate,2024-02-25,1
3085,professional,beginner,2024-03-23,0
3086,professional,beginner,2024-02-12,1
3087,student,beginner,2024-03-13,0
3088,student,advanced,2024-01-13,1
3089,student,intermediate,2024-03-08,1
3090,student,beginner,2024-01-06,1
3091,student,beginner,2024-01-30,1
3092,professional,beginner,2024-01-28,1
3093,student,beginner,2024-03-29,1
3094,professional,beginner,2024-03-13,0
3095,student,advanced,2024-03-01,1
3096,professional,advanced,2024-02-04,1
3097,professional,beginner,2024-01-06,0
3098,student,beginner,2024-01-10,0
3099,student,beginner,2024-03-28,1
3100,student,beginner,2024-02-05,1
3101,student,beginner,2024-03-10,1
3102,professional,beginner,2024-03-13,0
3103,professional,beginner,2024-03-25,1
3104,student,intermediate,2024-01-05,1
3105,student,intermediate,2024-01-23,1
3106,student,intermediate,2024-02-10,1
3107,professional,beginner,2024-01-03,0
3108,student,advanced,2024-01-27,1
3109,student,advanced,2024-03-16,1
3110,professional,beginner,2024-01-19,0
3111,professional,beginner,2024-02-20,1
3112,student,intermediate,2024-01-10,1
3113,professional,beginner,2024-02-08,0
3114,student,beginner,2024-01-21,0
3115,student,intermediate,2024-03-13,1
3116,professional,intermediate,2024-01-31,1
3117,professional,beginner,2024-03-13,1
3118,student,intermediate,2024-02-19,1
3119,student,advanced,2024-03-27,1
3120,student,beginner,2024-03-10,1
3121,student,intermediate,2024-02-12,1
3122,student,beginner,2024-02-19,1
3123,student,beginner,2024-01-18,0
3124,student,intermediate,2024-03-29,1
3125,professional,beginner,2024-01-11,1
3126,professional,beginner,2024-03-05,1
3127,professional,beginner,2024-02-14,1
3128,student,intermediate,2024-01-07,1
3129,professional,intermediate,2024-01-13,1
3130,professional,beginner,2024-02-25,1
3131,professional,intermediate,2024-01-30,1
3132,professional,beginner,2024-01-10,0
3133,professional,intermediate,2024-02-13,1
3134,student,beginner,2024-03-18,1
3135,student,intermediate,2024-03-19,1
3136,professional,advanced,2024-03-17,1
3137,professional,advanced,2024-02-20,1
3138,professional,beginner,2024-02-11,1
3139,student,advanced,2024-01-04,1
3140,student,beginner,2024-03-22,0
3141,student,advanced,2024-02-04,1
3142,professional,beginner,2024-02-27,1
3143,student,beginner,2024-03-03,1
3144,student,beginner,2024-01-30,1
3145,student,beginner,2024-02-15,1
3146,student,intermediate,2024-03-11,1
3147,professional,advanced,2024-02-18,1
3148,professional,intermediate,2024-02-25,1
3149,professional,intermediate,2024-01-24,1
3150,student,intermediate,2024-03-28,0
3151,professional,beginner,2024-03-15,1
3152,student,beginner,2024-03-25,0
3153,professional,beginner,2024-02-18,0
3154,student,beginner,2024-01-11,0
3155,student,beginner,2024-03-20,0
3156,professional,beginner,2024-02-07,1
3157,professional,beginner,2024-02-01,0
3158,student,beginner,2024-01-10,0
3159,professional,advanced,2024-01-11,1
3160,student,beginner,2024-02-04,1
3161,student,intermediate,2024-01-20,1
3162,student,intermediate,2024-02-18,1
3163,student,intermediate,2024-03-22,1
3164,student,beginner,2024-01-20,0
3165,student,beginner,2024-02-19,0
3166,student,beginner,2024-02-10,0
3167,professional,beginner,2024-02-16,0
3168,student,beginner,2024-01-14,0
3169,professional,intermediate,2024-01-12,1
3170,student,intermediate,2024-01-01,1
3171,professional,intermediate,2024-02-09,1
3172,student,beginner,2024-02-26,0
3173,student,beginner,2024-02-16,1
3174,student,advanced,2024-02-04,1
3175,student,beginner,2024-01-14,1
3176,student,intermediate,2024-01-17,1
3177,professional,intermediate,2024-01-12,1
3178,professional,beginner,2024-01-24,0
3179,professional,beginner,2024-02-25,1
3180,professional,beginner,2024-02-27,0
3181,student,beginner,2024-03-12,0
3182,student,beginner,2024-03-12,0
3183,student,beginner,2024-03-06,0
3184,student,beginner,2024-02-22,0
3185,student,intermediate,2024-01-14,1
3186,student,advanced,2024-01-04,1
3187,student,beginner,2024-01-12,0
3188,student,advanced,2024-02-15,1
3189,professional,advanced,2024-03-11,1
3190,professional,advanced,2024-01-12,1
3191,student,advanced,2024-03-17,1
3192,professional,beginner,2024-03-17,0
3193,professional,beginner,2024-02-11,1
3194,student,intermediate,2024-02-19,1
3195,student,intermediate,2024-01-02,1
3196,student,advanced,2024-02-07,1
3197,professional,advanced,2024-02-22,1
3198,professional,intermediate,2024-02-19,1
3199,student,beginner,2024-01-11,0
3200,student,beginner,2024-03-12,1
3201,student,beginner,2024-02-01,0
3202,student,intermediate,2024-03-14,1
3203,student,intermediate,2024-03-07,1
3204,professional,advanced,2024-01-22,1
3205,professional,intermediate,2024-03-28,1
3206,professional,advanced,2024-02-18,1
3207,professional,intermediate,2024-01-22,1
3208,professional,advanced,2024-01-18,1
3209,student,beginner,2024-02-04,1
3210,professional,advanced,2024-02-08,1
3211,student,intermediate,2024-02-04,0
3212,professional,beginner,2024-03-04,1
3213,student,beginner,2024-01-19,1
3214,professional,advanced,2024-01-09,1
3215,student,beginner,2024-01-22,0
3216,student,beginner,2024-02-25,0
3217,student,beginner,2024-02-05,0
3218,student,intermediate,2024-02-23,1
3219,professional,advanced,2024-02-08,1
3220,professional,beginner,2024-03-02,0
3221,student,beginner,2024-01-10,0
3222,student,advanced,2024-02-16,1
3223,student,intermediate,2024-02-02,1
3224,student,advanced,2024-02-01,1
3225,student,beginner,2024-03-21,0
3226,professional,beginner,2024-03-04,0
3227,student,beginner,2024-03-17,0
3228,student,intermediate,2024-03-19,1
3229,student,beginner,2024-01-26,0
3230,student,beginner,2024-02-28,1
3231,student,beginner,2024-01-14,1
3232,professional,beginner,2024-01-18,0
3233,student,advanced,2024-02-08,1
3234,student,beginner,2024-01-01,0
3235,student,intermediate,2024-02-20,1
3236,student,advanced,2024-02-12,1
3237,student,beginner,2024-03-20,1
3238,professional,intermediate,2024-02-18,1
3239,professional,advanced,2024-02-12,1
3240,student,advanced,2024-02-26,1
3241,student,beginner,2024-02-12,1
3242,student,beginner,2024-02-25,0
3243,student,beginner,2024-03-24,1
3244,professional,intermediate,2024-03-17,1
3245,professional,intermediate,2024-01-18,1
3246,student,intermediate,2024-02-08,1
3247,student,beginner,2024-02-11,0
3248,student,beginner,2024-03-18,0
3249,professional,intermediate,2024-03-29,1
3250,professional,beginner,2024-01-26,1
3251,student,intermediate,2024-03-02,1
3252,student,beginner,2024-02-10,1
3253,professional,beginner,2024-01-23,0
3254,student,beginner,2024-02-20,1
3255,student,beginner,2024-02-10,0
3256,student,beginner,2024-02-07,0
3257,professional,beginner,2024-03-29,0
3258,student,beginner,2024-03-22,1
