output_id,prompt_id,output_quality_score,feedback,edited_output,good_output_flag
19365,19365,6,bad,1,0
19366,19366,3,bad,1,0
19367,19367,4,bad,1,0
19368,19368,5,bad,1,0
19369,19369,7,good,0,1
19370,19370,6,bad,1,0
19371,19371,6,bad,1,0
19372,19372,7,good,0,1
19373,19373,6,bad,1,0
19374,19374,5,bad,1,0
19375,19375,6,bad,1,0
19376,19376,7,good,0,1
19377,19377,6,bad,1,0
19378,19378,7,good,0,1
19379,19379,7,good,0,1
19380,19380,8,good,0,1
19381,19381,5,bad,1,0
19382,19382,7,good,0,1
19383,19383,8,good,0,1
19384,19384,3,bad,1,0
19385,19385,3,bad,1,0
19386,19386,6,bad,1,0
19387,19387,5,bad,1,0
19388,19388,3,bad,1,0
19389,19389,5,bad,1,0
19390,19390,4,bad,1,0
19391,19391,6,bad,1,0
19392,19392,5,bad,1,0
19393,19393,5,bad,1,0
19394,19394,4,bad,1,0
19395,19395,5,bad,1,0
19396,19396,7,good,0,1
19397,19397,5,bad,1,0
19398,19398,8,good,0,1
19399,19399,4,bad,1,0
19400,19400,8,good,0,1
19401,19401,7,good,0,1
19402,19402,7,good,0,1
19403,19403,6,bad,1,0
19404,19404,5,bad,1,0
19405,19405,2,bad,1,0
19406,19406,4,bad,1,0
19407,19407,7,good,0,1
19408,19408,6,bad,1,0
19409,19409,4,bad,1,0
19410,19410,9,good,0,1
19411,19411,8,good,0,1
19412,19412,6,bad,1,0
19413,19413,4,bad,1,0
19414,19414,6,bad,1,0
19415,19415,8,good,0,1
19416,19416,5,bad,1,0
19417,19417,5,bad,1,0
19418,19418,5,bad,1,0
19419,19419,7,good,0,1
19420,19420,7,good,0,1
19421,19421,4,bad,1,0
19422,19422,7,good,0,1
19423,19423,6,bad,1,0
19424,19424,3,bad,1,0
19425,19425,4,bad,1,0
19426,19426,3,bad,1,0
19427,19427,5,bad,1,0
19428,19428,2,bad,1,0
19429,19429,3,bad,1,0
19430,19430,4,bad,1,0
19431,19431,5,bad,1,0
19432,19432,2,bad,1,0
19433,19433,6,bad,1,0
19434,19434,3,bad,1,0
19435,19435,7,good,0,1
19436,19436,5,bad,1,0
19437,19437,3,bad,1,0
19438,19438,3,bad,1,0
19439,19439,3,bad,1,0
19440,19440,6,bad,1,0
19441,19441,5,bad,1,0
19442,19442,2,bad,1,0
19443,19443,4,bad,1,0
19444,19444,3,bad,1,0
19445,19445,4,bad,1,0
19446,19446,5,bad,1,0
19447,19447,3,bad,1,0
19448,19448,6,bad,1,0
19449,19449,6,bad,1,0
19450,19450,3,bad,1,0
19451,19451,2,bad,1,0
19452,19452,6,bad,1,0
19453,19453,4,bad,1,0
19454,19454,4,bad,1,0
19455,19455,3,bad,1,0
19456,19456,4,bad,1,0
19457,19457,7,good,0,1
19458,19458,4,bad,1,0
19459,19459,6,bad,1,0
19460,19460,5,bad,1,0
19461,19461,3,bad,1,0
19462,19462,5,bad,1,0
19463,19463,6,bad,1,0
19464,19464,5,bad,1,0
19465,19465,7,good,0,1
19466,19466,4,bad,1,0
19467,19467,5,bad,1,0
19468,19468,7,good,0,1
19469,19469,5,bad,1,0
19470,19470,5,bad,1,0
19471,19471,6,bad,1,0
19472,19472,7,good,0,1
19473,19473,6,bad,1,0
19474,19474,7,good,0,1
19475,19475,7,good,0,1
19476,19476,6,bad,1,0
19477,19477,7,good,0,1
19478,19478,5,bad,1,0
19479,19479,3,bad,1,0
19480,19480,4,bad,1,0
19481,19481,4,bad,1,0
19482,19482,5,bad,1,0
19483,19483,4,bad,1,0
19484,19484,2,bad,1,0
19485,19485,7,good,0,1
19486,19486,9,good,0,1
19487,19487,5,bad,1,0
19488,19488,8,good,0,1
19489,19489,5,bad,1,0
19490,19490,7,good,0,1
19491,19491,7,good,0,1
19492,19492,6,bad,1,0
19493,19493,5,bad,1,0
19494,19494,8,good,0,1
19495,19495,6,bad,1,0
19496,19496,8,good,0,1
19497,19497,7,good,0,1
19498,19498,6,bad,1,0
19499,19499,6,bad,1,0
19500,19500,10,good,0,1
19501,19501,6,bad,1,0
19502,19502,7,good,0,1
19503,19503,9,good,0,1
19504,19504,8,good,0,1
19505,19505,6,bad,1,0
19506,19506,5,bad,1,0
19507,19507,3,bad,1,0
19508,19508,4,bad,1,0
19509,19509,5,bad,1,0
19510,19510,3,bad,1,0
19511,19511,6,bad,1,0
19512,19512,3,bad,1,0
19513,19513,2,bad,1,0
19514,19514,5,bad,1,0
19515,19515,5,bad,1,0
19516,19516,5,bad,1,0
19517,19517,3,bad,1,0
19518,19518,8,good,0,1
19519,19519,7,good,0,1
19520,19520,9,good,0,1
19521,19521,9,good,0,1
19522,19522,4,bad,1,0
19523,19523,5,bad,1,0
19524,19524,6,bad,1,0
19525,19525,8,good,0,1
19526,19526,6,bad,1,0
19527,19527,8,good,0,1
19528,19528,9,good,0,1
19529,19529,8,good,0,1
19530,19530,8,good,0,1
19531,19531,9,good,0,1
19532,19532,8,good,0,1
19533,19533,10,good,0,1
19534,19534,9,good,0,1
19535,19535,5,bad,1,0
19536,19536,6,bad,1,0
19537,19537,2,bad,1,0
19538,19538,4,bad,1,0
19539,19539,5,bad,1,0
19540,19540,5,bad,1,0
19541,19541,5,bad,1,0
19542,19542,2,bad,1,0
19543,19543,3,bad,1,0
19544,19544,4,bad,1,0
19545,19545,7,good,0,1
19546,19546,4,bad,1,0
19547,19547,6,bad,1,0
19548,19548,4,bad,1,0
19549,19549,6,bad,1,0
19550,19550,4,bad,1,0
19551,19551,4,bad,1,0
19552,19552,2,bad,1,0
19553,19553,4,bad,1,0
19554,19554,3,bad,1,0
19555,19555,2,bad,1,0
19556,19556,4,bad,1,0
19557,19557,6,bad,1,0
19558,19558,5,bad,1,0
19559,19559,4,bad,1,0
19560,19560,2,bad,1,0
19561,19561,4,bad,1,0
19562,19562,4,bad,1,0
19563,19563,4,bad,1,0
19564,19564,6,bad,1,0
19565,19565,5,bad,1,0
19566,19566,7,good,0,1
19567,19567,5,bad,1,0
19568,19568,9,good,0,1
19569,19569,9,good,0,1
19570,19570,8,good,0,1
19571,19571,9,good,0,1
19572,19572,6,bad,1,0
19573,19573,8,good,0,1
19574,19574,6,bad,1,0
19575,19575,7,good,0,1
19576,19576,5,bad,1,0
19577,19577,7,good,0,1
19578,19578,7,good,0,1
19579,19579,7,good,0,1
19580,19580,5,bad,1,0
19581,19581,6,bad,1,0
19582,19582,7,good,0,1
19583,19583,9,good,0,1
19584,19584,8,good,0,1
19585,19585,9,good,0,1
19586,19586,7,good,0,1
19587,19587,8,good,0,1
19588,19588,5,bad,1,0
19589,19589,3,bad,1,0
19590,19590,3,bad,1,0
19591,19591,4,bad,1,0
19592,19592,4,bad,1,0
19593,19593,3,bad,1,0
19594,19594,4,bad,1,0
19595,19595,4,bad,1,0
19596,19596,3,bad,1,0
19597,19597,5,bad,1,0
19598,19598,7,good,0,1
19599,19599,7,good,0,1
19600,19600,4,bad,1,0
19601,19601,6,bad,1,0
19602,19602,6,bad,1,0
19603,19603,6,bad,1,0
19604,19604,9,good,0,1
19605,19605,7,good,0,1
19606,19606,6,bad,1,0
19607,19607,7,good,0,1
19608,19608,8,good,0,1
19609,19609,4,bad,1,0
19610,19610,3,bad,1,0
19611,19611,7,good,0,1
19612,19612,4,bad,1,0
19613,19613,7,good,0,1
19614,19614,5,bad,1,0
19615,19615,4,bad,1,0
19616,19616,5,bad,1,0
19617,19617,5,bad,1,0
19618,19618,5,bad,1,0
19619,19619,5,bad,1,0
19620,19620,3,bad,1,0
19621,19621,6,bad,1,0
19622,19622,5,bad,1,0
19623,19623,3,bad,1,0
19624,19624,3,bad,1,0
19625,19625,2,bad,1,0
19626,19626,4,bad,1,0
19627,19627,4,bad,1,0
19628,19628,6,bad,1,0
19629,19629,8,good,0,1
19630,19630,6,bad,1,0
19631,19631,8,good,0,1
19632,19632,6,bad,1,0
19633,19633,5,bad,1,0
19634,19634,9,good,0,1
19635,19635,10,good,0,1
19636,19636,10,good,0,1
19637,19637,8,good,0,1
19638,19638,8,good,0,1
19639,19639,9,good,0,1
19640,19640,7,good,0,1
19641,19641,9,good,0,1
19642,19642,9,good,0,1
19643,19643,7,good,0,1
19644,19644,9,good,0,1
19645,19645,10,good,0,1
19646,19646,6,bad,1,0
19647,19647,10,good,0,1
19648,19648,3,bad,1,0
19649,19649,4,bad,1,0
19650,19650,3,bad,1,0
19651,19651,3,bad,1,0
19652,19652,7,good,0,1
19653,19653,4,bad,1,0
19654,19654,4,bad,1,0
19655,19655,3,bad,1,0
19656,19656,3,bad,1,0
19657,19657,3,bad,1,0
19658,19658,7,good,0,1
19659,19659,4,bad,1,0
19660,19660,5,bad,1,0
19661,19661,8,good,0,1
19662,19662,7,good,0,1
19663,19663,7,good,0,1
19664,19664,6,bad,1,0
19665,19665,6,bad,1,0
19666,19666,5,bad,1,0
19667,19667,6,bad,1,0
19668,19668,4,bad,1,0
19669,19669,3,bad,1,0
19670,19670,3,bad,1,0
19671,19671,5,bad,1,0
19672,19672,7,good,0,1
19673,19673,7,good,0,1
19674,19674,7,good,0,1
19675,19675,6,bad,1,0
19676,19676,6,bad,1,0
19677,19677,6,bad,1,0
19678,19678,6,bad,1,0
19679,19679,7,good,0,1
19680,19680,6,bad,1,0
19681,19681,7,good,0,1
19682,19682,7,good,0,1
19683,19683,6,bad,1,0
19684,19684,5,bad,1,0
19685,19685,5,bad,1,0
19686,19686,5,bad,1,0
19687,19687,6,bad,1,0
19688,19688,2,bad,1,0
19689,19689,5,bad,1,0
19690,19690,5,bad,1,0
19691,19691,5,bad,1,0
19692,19692,2,bad,1,0
19693,19693,3,bad,1,0
19694,19694,4,bad,1,0
19695,19695,5,bad,1,0
19696,19696,5,bad,1,0
19697,19697,3,bad,1,0
19698,19698,7,good,0,1
19699,19699,7,good,0,1
19700,19700,3,bad,1,0
19701,19701,4,bad,1,0
19702,19702,4,bad,1,0
19703,19703,3,bad,1,0
19704,19704,8,good,0,1
19705,19705,7,good,0,1
19706,19706,6,bad,1,0
19707,19707,7,good,0,1
19708,19708,4,bad,1,0
19709,19709,4,bad,1,0
19710,19710,4,bad,1,0
19711,19711,3,bad,1,0
19712,19712,5,bad,1,0
19713,19713,5,bad,1,0
19714,19714,4,bad,1,0
19715,19715,7,good,0,1
19716,19716,5,bad,1,0
19717,19717,6,bad,1,0
19718,19718,7,good,0,1
19719,19719,4,bad,1,0
19720,19720,9,good,0,1
19721,19721,7,good,0,1
19722,19722,7,good,0,1
19723,19723,4,bad,1,0
19724,19724,4,bad,1,0
19725,19725,4,bad,1,0
19726,19726,6,bad,1,0
19727,19727,4,bad,1,0
19728,19728,5,bad,1,0
19729,19729,8,good,0,1
19730,19730,4,bad,1,0
19731,19731,6,bad,1,0
19732,19732,7,good,0,1
19733,19733,6,bad,1,0
19734,19734,8,good,0,1
19735,19735,8,good,0,1
19736,19736,6,bad,1,0
19737,19737,9,good,0,1
19738,19738,8,good,0,1
19739,19739,10,good,0,1
19740,19740,8,good,0,1
19741,19741,8,good,0,1
19742,19742,7,good,0,1
19743,19743,7,good,0,1
19744,19744,6,bad,1,0
19745,19745,6,bad,1,0
19746,19746,8,good,0,1
19747,19747,4,bad,1,0
19748,19748,5,bad,1,0
19749,19749,6,bad,1,0
19750,19750,8,good,0,1
19751,19751,6,bad,1,0
19752,19752,5,bad,1,0
19753,19753,4,bad,1,0
19754,19754,6,bad,1,0
19755,19755,8,good,0,1
19756,19756,6,bad,1,0
19757,19757,9,good,0,1
19758,19758,5,bad,1,0
19759,19759,9,good,0,1
19760,19760,4,bad,1,0
19761,19761,5,bad,1,0
19762,19762,7,good,0,1
19763,19763,8,good,0,1
19764,19764,5,bad,1,0
19765,19765,9,good,0,1
19766,19766,8,good,0,1
19767,19767,8,good,0,1
19768,19768,9,good,0,1
19769,19769,8,good,0,1
19770,19770,9,good,0,1
19771,19771,7,good,0,1
19772,19772,8,good,0,1
19773,19773,5,bad,1,0
19774,19774,6,bad,1,0
19775,19775,6,bad,1,0
19776,19776,3,bad,1,0
19777,19777,5,bad,1,0
19778,19778,4,bad,1,0
19779,19779,3,bad,1,0
19780,19780,5,bad,1,0
19781,19781,4,bad,1,0
19782,19782,6,bad,1,0
19783,19783,4,bad,1,0
19784,19784,3,bad,1,0
19785,19785,4,bad,1,0
19786,19786,2,bad,1,0
19787,19787,6,bad,1,0
19788,19788,7,good,0,1
19789,19789,5,bad,1,0
19790,19790,5,bad,1,0
19791,19791,6,bad,1,0
19792,19792,3,bad,1,0
19793,19793,5,bad,1,0
19794,19794,8,good,0,1
19795,19795,7,good,0,1
19796,19796,7,good,0,1
19797,19797,6,bad,1,0
19798,19798,8,good,0,1
19799,19799,7,good,0,1
19800,19800,6,bad,1,0
19801,19801,5,bad,1,0
19802,19802,4,bad,1,0
19803,19803,2,bad,1,0
19804,19804,6,bad,1,0
19805,19805,6,bad,1,0
19806,19806,4,bad,1,0
19807,19807,4,bad,1,0
19808,19808,5,bad,1,0
19809,19809,2,bad,1,0
19810,19810,3,bad,1,0
19811,19811,5,bad,1,0
19812,19812,3,bad,1,0
19813,19813,5,bad,1,0
19814,19814,6,bad,1,0
19815,19815,8,good,0,1
19816,19816,10,good,0,1
19817,19817,7,good,0,1
19818,19818,8,good,0,1
19819,19819,10,good,0,1
19820,19820,6,bad,1,0
19821,19821,6,bad,1,0
19822,19822,8,good,0,1
19823,19823,7,good,0,1
19824,19824,9,good,0,1
19825,19825,7,good,0,1
19826,19826,8,good,0,1
19827,19827,7,good,0,1
19828,19828,7,good,0,1
19829,19829,4,bad,1,0
19830,19830,5,bad,1,0
19831,19831,6,bad,1,0
19832,19832,6,bad,1,0
19833,19833,7,good,0,1
19834,19834,4,bad,1,0
19835,19835,4,bad,1,0
19836,19836,6,bad,1,0
19837,19837,6,bad,1,0
19838,19838,5,bad,1,0
19839,19839,4,bad,1,0
19840,19840,7,good,0,1
19841,19841,8,good,0,1
19842,19842,6,bad,1,0
19843,19843,3,bad,1,0
19844,19844,7,good,0,1
19845,19845,3,bad,1,0
19846,19846,6,bad,1,0
19847,19847,7,good,0,1
19848,19848,4,bad,1,0
19849,19849,7,good,0,1
19850,19850,9,good,0,1
19851,19851,7,good,0,1
19852,19852,5,bad,1,0
19853,19853,7,good,0,1
19854,19854,7,good,0,1
19855,19855,4,bad,1,0
19856,19856,9,good,0,1
19857,19857,6,bad,1,0
19858,19858,4,bad,1,0
19859,19859,6,bad,1,0
19860,19860,8,good,0,1
19861,19861,7,good,0,1
19862,19862,6,bad,1,0
19863,19863,8,good,0,1
19864,19864,6,bad,1,0
19865,19865,2,bad,1,0
19866,19866,5,bad,1,0
19867,19867,4,bad,1,0
19868,19868,6,bad,1,0
19869,19869,2,bad,1,0
19870,19870,6,bad,1,0
19871,19871,5,bad,1,0
19872,19872,4,bad,1,0
19873,19873,6,bad,1,0
19874,19874,6,bad,1,0
19875,19875,7,good,0,1
19876,19876,5,bad,1,0
19877,19877,5,bad,1,0
19878,19878,3,bad,1,0
19879,19879,7,good,0,1
19880,19880,6,bad,1,0
19881,19881,6,bad,1,0
19882,19882,3,bad,1,0
19883,19883,2,bad,1,0
19884,19884,6,bad,1,0
19885,19885,2,bad,1,0
19886,19886,6,bad,1,0
19887,19887,6,bad,1,0
19888,19888,6,bad,1,0
19889,19889,3,bad,1,0
19890,19890,2,bad,1,0
19891,19891,5,bad,1,0
19892,19892,5,bad,1,0
19893,19893,7,good,0,1
19894,19894,8,good,0,1
19895,19895,7,good,0,1
19896,19896,10,good,0,1
19897,19897,4,bad,1,0
19898,19898,2,bad,1,0
19899,19899,2,bad,1,0
19900,19900,6,bad,1,0
19901,19901,5,bad,1,0
19902,19902,4,bad,1,0
19903,19903,6,bad,1,0
19904,19904,4,bad,1,0
19905,19905,2,bad,1,0
19906,19906,2,bad,1,0
19907,19907,4,bad,1,0
19908,19908,6,bad,1,0
19909,19909,6,bad,1,0
19910,19910,8,good,0,1
19911,19911,6,bad,1,0
19912,19912,9,good,0,1
19913,19913,8,good,0,1
19914,19914,8,good,0,1
19915,19915,2,bad,1,0
19916,19916,4,bad,1,0
19917,19917,4,bad,1,0
19918,19918,2,bad,1,0
19919,19919,4,bad,1,0
19920,19920,4,bad,1,0
19921,19921,7,good,0,1
19922,19922,8,good,0,1
19923,19923,4,bad,1,0
19924,19924,7,good,0,1
19925,19925,7,good,0,1
19926,19926,9,good,0,1
19927,19927,9,good,0,1
19928,19928,8,good,0,1
19929,19929,9,good,0,1
19930,19930,9,good,0,1
19931,19931,10,good,0,1
19932,19932,10,good,0,1
19933,19933,9,good,0,1
19934,19934,8,good,0,1
19935,19935,5,bad,1,0
19936,19936,4,bad,1,0
19937,19937,5,bad,1,0
19938,19938,4,bad,1,0
19939,19939,3,bad,1,0
19940,19940,4,bad,1,0
19941,19941,4,bad,1,0
19942,19942,4,bad,1,0
19943,19943,4,bad,1,0
19944,19944,4,bad,1,0
19945,19945,5,bad,1,0
19946,19946,4,bad,1,0
19947,19947,7,good,0,1
19948,19948,4,bad,1,0
19949,19949,5,bad,1,0
19950,19950,2,bad,1,0
19951,19951,6,bad,1,0
19952,19952,3,bad,1,0
19953,19953,4,bad,1,0
19954,19954,5,bad,1,0
19955,19955,3,bad,1,0
19956,19956,4,bad,1,0
19957,19957,8,good,0,1
19958,19958,9,good,0,1
19959,19959,6,bad,1,0
19960,19960,8,good,0,1
19961,19961,8,good,0,1
19962,19962,4,bad,1,0
19963,19963,3,bad,1,0
19964,19964,5,bad,1,0
19965,19965,7,good,0,1
19966,19966,6,bad,1,0
19967,19967,4,bad,1,0
19968,19968,3,bad,1,0
19969,19969,7,good,0,1
19970,19970,5,bad,1,0
19971,19971,4,bad,1,0
19972,19972,2,bad,1,0
19973,19973,5,bad,1,0
19974,19974,5,bad,1,0
19975,19975,7,good,0,1
19976,19976,4,bad,1,0
19977,19977,5,bad,1,0
19978,19978,3,bad,1,0
19979,19979,7,good,0,1
19980,19980,6,bad,1,0
19981,19981,9,good,0,1
19982,19982,9,good,0,1
19983,19983,5,bad,1,0
19984,19984,6,bad,1,0
19985,19985,8,good,0,1
19986,19986,7,good,0,1
19987,19987,8,good,0,1
19988,19988,9,good,0,1
19989,19989,7,good,0,1
19990,19990,9,good,0,1
19991,19991,6,bad,1,0
19992,19992,2,bad,1,0
19993,19993,5,bad,1,0
19994,19994,6,bad,1,0
19995,19995,2,bad,1,0
19996,19996,6,bad,1,0
19997,19997,6,bad,1,0
19998,19998,2,bad,1,0
19999,19999,6,bad,1,0
20000,20000,5,bad,1,0
20001,20001,7,good,0,1
20002,20002,6,bad,1,0
20003,20003,9,good,0,1
20004,20004,4,bad,1,0
20005,20005,7,good,0,1
20006,20006,9,good,0,1
20007,20007,6,bad,1,0
20008,20008,6,bad,1,0
20009,20009,5,bad,1,0
20010,20010,6,bad,1,0
20011,20011,5,bad,1,0
20012,20012,5,bad,1,0
20013,20013,5,bad,1,0
20014,20014,5,bad,1,0
20015,20015,5,bad,1,0
20016,20016,3,bad,1,0
20017,20017,7,good,0,1
20018,20018,7,good,0,1
20019,20019,3,bad,1,0
20020,20020,6,bad,1,0
20021,20021,4,bad,1,0
20022,20022,4,bad,1,0
20023,20023,4,bad,1,0
20024,20024,6,bad,1,0
20025,20025,5,bad,1,0
20026,20026,7,good,0,1
20027,20027,5,bad,1,0
20028,20028,6,bad,1,0
20029,20029,9,good,0,1
20030,20030,7,good,0,1
20031,20031,6,bad,1,0
20032,20032,5,bad,1,0
20033,20033,9,good,0,1
20034,20034,7,good,0,1
20035,20035,7,good,0,1
20036,20036,10,good,0,1
20037,20037,10,good,0,1
20038,20038,9,good,0,1
20039,20039,10,good,0,1
20040,20040,4,bad,1,0
20041,20041,3,bad,1,0
20042,20042,7,good,0,1
20043,20043,5,bad,1,0
20044,20044,7,good,0,1
20045,20045,5,bad,1,0
20046,20046,3,bad,1,0
20047,20047,4,bad,1,0
20048,20048,4,bad,1,0
20049,20049,5,bad,1,0
20050,20050,3,bad,1,0
20051,20051,10,good,0,1
20052,20052,10,good,0,1
20053,20053,10,good,0,1
20054,20054,8,good,0,1
20055,20055,8,good,0,1
20056,20056,5,bad,1,0
20057,20057,3,bad,1,0
20058,20058,4,bad,1,0
20059,20059,8,good,0,1
20060,20060,7,good,0,1
20061,20061,4,bad,1,0
20062,20062,10,good,0,1
20063,20063,10,good,0,1
20064,20064,7,good,0,1
20065,20065,10,good,0,1
20066,20066,8,good,0,1
20067,20067,9,good,0,1
20068,20068,9,good,0,1
20069,20069,7,good,0,1
20070,20070,9,good,0,1
20071,20071,5,bad,1,0
20072,20072,7,good,0,1
20073,20073,5,bad,1,0
20074,20074,4,bad,1,0
20075,20075,5,bad,1,0
20076,20076,4,bad,1,0
20077,20077,3,bad,1,0
20078,20078,5,bad,1,0
20079,20079,6,bad,1,0
20080,20080,3,bad,1,0
20081,20081,5,bad,1,0
20082,20082,6,bad,1,0
20083,20083,6,bad,1,0
20084,20084,4,bad,1,0
20085,20085,4,bad,1,0
20086,20086,3,bad,1,0
20087,20087,5,bad,1,0
20088,20088,4,bad,1,0
20089,20089,4,bad,1,0
20090,20090,3,bad,1,0
20091,20091,2,bad,1,0
20092,20092,3,bad,1,0
20093,20093,3,bad,1,0
20094,20094,5,bad,1,0
20095,20095,4,bad,1,0
20096,20096,4,bad,1,0
20097,20097,5,bad,1,0
20098,20098,2,bad,1,0
20099,20099,4,bad,1,0
20100,20100,4,bad,1,0
20101,20101,6,bad,1,0
20102,20102,5,bad,1,0
20103,20103,5,bad,1,0
20104,20104,4,bad,1,0
20105,20105,6,bad,1,0
20106,20106,5,bad,1,0
20107,20107,5,bad,1,0
20108,20108,6,bad,1,0
20109,20109,6,bad,1,0
20110,20110,4,bad,1,0
20111,20111,3,bad,1,0
20112,20112,7,good,0,1
20113,20113,7,good,0,1
20114,20114,7,good,0,1
20115,20115,5,bad,1,0
20116,20116,7,good,0,1
20117,20117,7,good,0,1
20118,20118,6,bad,1,0
20119,20119,5,bad,1,0
20120,20120,7,good,0,1
20121,20121,2,bad,1,0
20122,20122,4,bad,1,0
20123,20123,6,bad,1,0
20124,20124,7,good,0,1
20125,20125,10,good,0,1
20126,20126,8,good,0,1
20127,20127,7,good,0,1
20128,20128,9,good,0,1
20129,20129,7,good,0,1
20130,20130,8,good,0,1
20131,20131,8,good,0,1
20132,20132,7,good,0,1
20133,20133,6,bad,1,0
20134,20134,8,good,0,1
20135,20135,9,good,0,1
20136,20136,8,good,0,1
20137,20137,6,bad,1,0
20138,20138,7,good,0,1
20139,20139,9,good,0,1
20140,20140,5,bad,1,0
20141,20141,6,bad,1,0
20142,20142,4,bad,1,0
20143,20143,5,bad,1,0
20144,20144,2,bad,1,0
20145,20145,7,good,0,1
20146,20146,10,good,0,1
20147,20147,6,bad,1,0
20148,20148,7,good,0,1
20149,20149,6,bad,1,0
20150,20150,7,good,0,1
20151,20151,9,good,0,1
20152,20152,6,bad,1,0
20153,20153,4,bad,1,0
20154,20154,7,good,0,1
20155,20155,4,bad,1,0
20156,20156,3,bad,1,0
20157,20157,4,bad,1,0
20158,20158,5,bad,1,0
20159,20159,2,bad,1,0
20160,20160,5,bad,1,0
20161,20161,3,bad,1,0
20162,20162,6,bad,1,0
20163,20163,2,bad,1,0
20164,20164,4,bad,1,0
20165,20165,6,bad,1,0
20166,20166,9,good,0,1
20167,20167,4,bad,1,0
20168,20168,7,good,0,1
20169,20169,4,bad,1,0
20170,20170,3,bad,1,0
20171,20171,5,bad,1,0
20172,20172,4,bad,1,0
20173,20173,8,good,0,1
20174,20174,10,good,0,1
20175,20175,9,good,0,1
20176,20176,10,good,0,1
20177,20177,9,good,0,1
20178,20178,7,good,0,1
20179,20179,9,good,0,1
20180,20180,9,good,0,1
20181,20181,6,bad,1,0
20182,20182,4,bad,1,0
20183,20183,8,good,0,1
20184,20184,5,bad,1,0
20185,20185,6,bad,1,0
20186,20186,7,good,0,1
20187,20187,7,good,0,1
20188,20188,6,bad,1,0
20189,20189,5,bad,1,0
20190,20190,6,bad,1,0
20191,20191,4,bad,1,0
20192,20192,5,bad,1,0
20193,20193,5,bad,1,0
20194,20194,6,bad,1,0
20195,20195,3,bad,1,0
20196,20196,8,good,0,1
20197,20197,8,good,0,1
20198,20198,7,good,0,1
20199,20199,4,bad,1,0
20200,20200,6,bad,1,0
20201,20201,5,bad,1,0
20202,20202,4,bad,1,0
20203,20203,4,bad,1,0
20204,20204,7,good,0,1
20205,20205,4,bad,1,0
20206,20206,4,bad,1,0
20207,20207,3,bad,1,0
20208,20208,5,bad,1,0
20209,20209,4,bad,1,0
20210,20210,5,bad,1,0
20211,20211,4,bad,1,0
20212,20212,4,bad,1,0
20213,20213,2,bad,1,0
20214,20214,6,bad,1,0
20215,20215,9,good,0,1
20216,20216,7,good,0,1
20217,20217,8,good,0,1
20218,20218,5,bad,1,0
20219,20219,8,good,0,1
20220,20220,7,good,0,1
20221,20221,6,bad,1,0
20222,20222,7,good,0,1
20223,20223,7,good,0,1
20224,20224,3,bad,1,0
20225,20225,5,bad,1,0
20226,20226,5,bad,1,0
20227,20227,4,bad,1,0
20228,20228,2,bad,1,0
20229,20229,3,bad,1,0
20230,20230,6,bad,1,0
20231,20231,6,bad,1,0
20232,20232,6,bad,1,0
20233,20233,7,good,0,1
20234,20234,6,bad,1,0
20235,20235,8,good,0,1
20236,20236,8,good,0,1
20237,20237,5,bad,1,0
20238,20238,6,bad,1,0
20239,20239,4,bad,1,0
20240,20240,5,bad,1,0
20241,20241,3,bad,1,0
20242,20242,7,good,0,1
20243,20243,5,bad,1,0
20244,20244,6,bad,1,0
20245,20245,3,bad,1,0
20246,20246,3,bad,1,0
20247,20247,6,bad,1,0
20248,20248,6,bad,1,0
20249,20249,4,bad,1,0
20250,20250,4,bad,1,0
20251,20251,6,bad,1,0
20252,20252,5,bad,1,0
20253,20253,6,bad,1,0
20254,20254,5,bad,1,0
20255,20255,5,bad,1,0
20256,20256,3,bad,1,0
20257,20257,3,bad,1,0
20258,20258,5,bad,1,0
20259,20259,10,good,0,1
20260,20260,10,good,0,1
20261,20261,8,good,0,1
20262,20262,4,bad,1,0
20263,20263,6,bad,1,0
20264,20264,4,bad,1,0
20265,20265,3,bad,1,0
20266,20266,4,bad,1,0
20267,20267,6,bad,1,0
20268,20268,3,bad,1,0
20269,20269,4,bad,1,0
20270,20270,3,bad,1,0
20271,20271,5,bad,1,0
20272,20272,5,bad,1,0
20273,20273,4,bad,1,0
20274,20274,2,bad,1,0
20275,20275,2,bad,1,0
20276,20276,5,bad,1,0
20277,20277,7,good,0,1
20278,20278,4,bad,1,0
20279,20279,7,good,0,1
20280,20280,5,bad,1,0
20281,20281,7,good,0,1
20282,20282,6,bad,1,0
20283,20283,6,bad,1,0
20284,20284,7,good,0,1
20285,20285,6,bad,1,0
20286,20286,3,bad,1,0
20287,20287,6,bad,1,0
20288,20288,2,bad,1,0
20289,20289,5,bad,1,0
20290,20290,6,bad,1,0
20291,20291,2,bad,1,0
20292,20292,6,bad,1,0
20293,20293,4,bad,1,0
20294,20294,6,bad,1,0
20295,20295,3,bad,1,0
20296,20296,2,bad,1,0
20297,20297,2,bad,1,0
20298,20298,4,bad,1,0
20299,20299,5,bad,1,0
20300,20300,5,bad,1,0
20301,20301,5,bad,1,0
20302,20302,5,bad,1,0
20303,20303,4,bad,1,0
20304,20304,4,bad,1,0
20305,20305,7,good,0,1
20306,20306,2,bad,1,0
20307,20307,6,bad,1,0
20308,20308,9,good,0,1
20309,20309,8,good,0,1
20310,20310,8,good,0,1
20311,20311,7,good,0,1
20312,20312,9,good,0,1
20313,20313,8,good,0,1
20314,20314,7,good,0,1
20315,20315,10,good,0,1
20316,20316,8,good,0,1
